Label,Precision,Recall,F1-Score
OVERALL,0.7430079652301874,0.7283549783549784,0.7027390500220995
ham,0.8918918918918919,1.0,0.9428571428571428
smishing,0.7692307692307693,0.36363636363636365,0.49382716049382713
spam,0.5679012345679012,0.8214285714285714,0.6715328467153284
